or_crc||or_nom||or_id||or_dpt||or_nat||or_typ||typ_code
35||COMMUNE DE GOURDAN POLIGNAN||4417||31||Commune||Commune / BP||0101-00
35||COMMUNE DE GRATENTOUR||4411||31||Commune||Commune / BP||0101-00
35||COMMUNE DE GRAZAC||4410||31||Commune||Commune / BP||0101-00
35||COMMUNE DE GUDAS||5145||09||Commune||Commune / BP||0101-00
35||COMMUNE DE JUNAS||8616||30||Commune||Commune / BP||0101-00
35||COMMUNE DE JURVIELLE||4399||31||Commune||Commune / BP||0101-00
35||COMMUNE DE JUVIGNAC||8272||34||Commune||Commune / BP||0101-00
35||COMMUNE DE LA BASTIDE DE BOUSIGNAC||5242||09||Commune||Commune / BP||0101-00
35||COMMUNE DE LA COURTETE||9080||11||Commune||Commune / BP||0101-00
35||COMMUNE DE LA VILLEDIEU||7867||48||Commune||Commune / BP||0101-00
35||COMMUNE DE LAMALOU LES BAINS||8269||34||Commune||Commune / BP||0101-00
35||COMMUNE DE LARROQUE||4366||31||Commune||Commune / BP||0101-00
35||COMMUNE DE LAUTREC||2633||81||Commune||Commune / BP||0101-00
35||COMMUNE DE LE PERTHUS||7733||66||Commune||Commune / BP||0101-00
35||COMMUNE DE LECTOURE||3843||32||Commune||Commune / BP||0101-00
35||COMMUNE DE LES BARTHES||2431||82||Commune||Commune / BP||0101-00
35||COMMUNE DE LES BORDES SUR ARIZE||5220||09||Commune||Commune / BP||0101-00
35||COMMUNE DE LES JUNIES||3451||46||Commune||Commune / BP||0101-00
35||COMMUNE DE LESPINASSE||4349||31||Commune||Commune / BP||0101-00
35||COMMUNE DE LUZ SAINT SAUVEUR||2957||65||Commune||Commune / BP||0101-00
35||COMMUNE DE MANHAC||4807||12||Commune||Commune / BP||0101-00
35||COMMUNE DE MARSILLARGUES||8244||34||Commune||Commune / BP||0101-00
35||COMMUNE DE MARVEJOLS||7965||48||Commune||Commune / BP||0101-00
35||COMMUNE DE MAYRAC||3248||46||Commune||Commune / BP||0101-00
35||COMMUNE DE MIERS||3392||46||Commune||Commune / BP||0101-00
35||COMMUNE DE MIRADOUX||3798||32||Commune||Commune / BP||0101-00
35||COMMUNE DE MIREMONT||4298||31||Commune||Commune / BP||0101-00
35||COMMUNE DE MONT LOUIS||7751||66||Commune||Commune / BP||0101-00
35||COMMUNE DE MONTAUT||5083||09||Commune||Commune / BP||0101-00
35||COMMUNE DE MONTESTRUC SUR GERS||3766||32||Commune||Commune / BP||0101-00
35||COMMUNE DE MONTGRAS||4260||31||Commune||Commune / BP||0101-00
35||COMMUNE DE MOUSSAC||8568||30||Commune||Commune / BP||0101-00
35||COMMUNE DE MURET||4247||31||Commune||Commune / BP||0101-00
35||COMMUNE DE NADILLAC||3375||46||Commune||Commune / BP||0101-00
35||COMMUNE DE NIMES||8563||30||Commune||Commune / BP||0101-00
35||COMMUNE DE PARISOT||2307||82||Commune||Commune / BP||0101-00
35||COMMUNE DE PERPIGNAN||7734||66||Commune||Commune / BP||0101-00
35||COMMUNE DE PIA||7729||66||Commune||Commune / BP||0101-00
35||COMMUNE DE PIGNAN||8193||34||Commune||Commune / BP||0101-00
35||COMMUNE DE PLAGNE||4220||31||Commune||Commune / BP||0101-00
35||COMMUNE DE POILHES||8189||34||Commune||Commune / BP||0101-00
35||COMMUNE DE PRADES LE LEZ||8178||34||Commune||Commune / BP||0101-00
35||COMMUNE DE PRAYSSAC||3360||46||Commune||Commune / BP||0101-00
35||COMMUNE DE PUY L EVEQUE||3354||46||Commune||Commune / BP||0101-00
35||COMMUNE DE PUYGAILLARD DE LOMAGNE||2298||82||Commune||Commune / BP||0101-00
35||COMMUNE DE PUYVALADOR RIEUTORT||7716||66||Commune||Commune / BP||0101-00
35||COMMUNE DE RENNES LES BAINS||8879||11||Commune||Commune / BP||0101-00
35||COMMUNE DE ROUFFIAC D'AUDE||8864||11||Commune||Commune / BP||0101-00
35||COMMUNE DE RUEYRES||3342||46||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT ANDRE DE SANGONIS||8156||34||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT BENOIT DE CARMAUX||2528||81||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT CHELY D'APCHER||7922||48||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT CHRISTOL LES ALES||8509||30||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT FELIU D'AMONT||7698||66||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT HILAIRE D'OZILHAN||8492||30||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT LARY SOULAN||2866||65||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT LIZIER||5014||09||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT LYS||4143||31||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT MARCEL PAULEL||4141||31||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT MARTIN D OYDES||5012||09||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT MARTIN DE VALGALGUES||8468||30||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT NAZAIRE D'AUDE||8830||11||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT SULPICE LA POINTE||2500||81||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINT VICTOR DE MALCAP||8449||30||Commune||Commune / BP||0101-00
35||COMMUNE DE SAINTE ANASTASIE||8524||30||Commune||Commune / BP||0101-00
35||COMMUNE DE SALIES DU SALAT||4119||31||Commune||Commune / BP||0101-00
35||COMMUNE DE SALLES CURAN||4691||12||Commune||Commune / BP||0101-00
35||COMMUNE DE SALVIAC||3288||46||Commune||Commune / BP||0101-00
35||COMMUNE DE SARRANCOLIN||2846||65||Commune||Commune / BP||0101-00
35||COMMUNE DE SAUSSINES||8100||34||Commune||Commune / BP||0101-00
35||COMMUNE DE SEILH||4101||31||Commune||Commune / BP||0101-00
35||COMMUNE DE SERIGNAC||3280||46||Commune||Commune / BP||0101-00
35||COMMUNE DE SERRES SUR ARGET||4991||09||Commune||Commune / BP||0101-00
35||COMMUNE DE SERVIES||2485||81||Commune||Commune / BP||0101-00
35||COMMUNE DE SOUILLAC||3276||46||Commune||Commune / BP||0101-00
35||COMMUNE DE TERROU||3271||46||Commune||Commune / BP||0101-00
35||COMMUNE DE TREBES||8793||11||Commune||Commune / BP||0101-00
35||COMMUNE DE VENDRES||8067||34||Commune||Commune / BP||0101-00
35||COMMUNE DE VENTALON EN CEVENNES||10805||48||Commune||Commune / BP||0101-00
35||COMMUNE DE VERFEIL||4069||31||Commune||Commune / BP||0101-00
35||COMMUNE DE VILLENEUVE D'OLMES||4948||09||Commune||Commune / BP||0101-00
35||COMMUNE DE VILLENEUVE LES AVIGNON||8401||30||Commune||Commune / BP||0101-00
35||COMMUNE DE VILLENEUVE LES BEZIERS||8060||34||Commune||Commune / BP||0101-00
35||COMMUNE D'EMPEAUX||4474||31||Commune||Commune / BP||0101-00
35||COMMUNE D'ENS||3093||65||Commune||Commune / BP||0101-00
35||COMMUNE D'ERR||7799||66||Commune||Commune / BP||0101-00
35||COMMUNE DES MAGES||8600||30||Commune||Commune / BP||0101-00
35||COMMUNE D'ESCALQUENS||4471||31||Commune||Commune / BP||0101-00
35||COMMUNE DU BOULOU||7841||66||Commune||Commune / BP||0101-00
35||CONSEIL DEPARTEMENTAL DU TARN||2195||81||Département||Département / BP||0201-00
35||CU PERPIGNAN MEDITERRANEE METROPOLE||9645||66||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté urbaine||0401-00
35||EPLEFPA LA CAZOTTE DE SAINT AFFRIQUE||5629||12||Et. pub. local d'enseignement||Lycée||1320-00
35||GROUPEMENT DE COOPERATION SOCIALE ET MEDICO-SOCIALE ACCUEIL FAMILIAL DU SUD-OUEST||6045||82||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
35||MONTPELLIER MEDITERRANEE METROPOLE||7523||34||Et. pub. local et BA des Collectiv. territoriales et des EPL||Métropole||0405-00
35||OMT DE MOISSAC||89||82||Et. pub. Industriel et Commercial||Office de tourisme||0710-00
35||OT DE THUIR||6160||66||Et. pub. Industriel et Commercial||Office de tourisme||0710-00
35||REGIE SPORTS D'HIVER DE LUZ ARDIDEN||134||65||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
35||SAS CLINIQUE DU PONT DE CHAUME||11284||82||Société (SEM)||Société||1120-00
35||SEM ABBATAGE ET DECOUPE DE SAINT-AFFRIQUE||11283||12||Société (SEM)||SEM||1110-00
35||SIVOM DE SAINT FELIX LAURAGAIS||2074||31||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
35||SIVU AEP ASSAINISSEMENT CAPDENAC HAUT||1182||46||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU AEP DE LACAVE ROCAMADOUR||1176||46||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU AEP DES BARRIERES MOYENNE VALLEE DU TARN||6034||81||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU AEP DU CANTON DE TARBES SUD||1008||65||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU AMENAGEMENT DU MASSIF DU PUIGMAL||6722||66||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU ASSAINISSEMENT DU QUERCY BLANC||5747||46||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU DES MEYRANNES||7004||30||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU ENFANCE JEUNESSE||5288||31||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU EXPLOITATION ET AMENAGEMENT FONT ROMEU PYRENEES 2000||6612||66||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU EXPLOITATION THERMES DE BAREGES||1031||65||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU GESTION HAMEAU LE SOMAIL||7310||11||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SIVU POUR EXPLOITATION DU CAMBRE D'AZE SIECA||6619||66||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
35||SM COMMUNAL DU HAUTACAM||894||65||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
35||SM OUVERT A LA CARTE TRIGONE - SMPEP TRAIT DECHETS GERS||1208||32||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
35||SM SCOLAIRE ET TRANSPORT DE PERPIGNAN MEDITERRANEE||6707||66||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
35||SM SYSTOM DES PYRENEES||1402||31||Et. pub. local et BA des Collectiv. territoriales et des EPL||Autre syndicat mixte (L5721.1s CGCT)||0421-40
36||Agglomération d'Agen||5941||47||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Association Confucius et hippocrate||14661||86||Association loi de 1901||Association||1210-00
36||Association Girondins de Bordeaux||15329||33||Association loi de 1901||Association||1210-00
36||CC DU TERRASSONNAIS||8255||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||CCAS DE BERGERAC||6862||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
36||CCAS DE CASTETS||6592||40||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
36||CCI de Limoges et de la Haute Vienne||5752||87||Organisme d'état ne relevant pas de la comptabilité publique||Chambre de Commerce et d'Industrie||1410-00
36||centre hospitalier spécialisé d'Esquirol||4316||87||EPN||Centres Hospitaliers Spécialisés (Budget Principal) (EPN)||0913-20
36||CHRU de Limoges||4315||87||EPN||Centres Hospitaliers Régionaux (Budget Principal) (EPN)||0913-10
36||CIAS du canton de Montignac||6792||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre intercommunal d'action sanitaire et sociale||0431-20
36||COLLEGE RENE SOUBAIGNE - MUGRON ||10750||40||Et. pub. local d'enseignement||Collège||1310-00
36||COMMUNAUTE D'AGGLOMERATION DE BRIVE||4830||19||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Communauté d'agglomération de Niort||12887||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||communauté d'agglomération du pays rochefortais||12492||17||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||communauté de communes " Vonne et Clain "||12861||86||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes "Arc en Sèvre"||12901||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||COMMUNAUTE DE COMMUNES ASTERIENNE ISLE ET VERN||8221||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes de Ruffec||12516||16||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes du canton de Courçon||12504||17||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes du canton de Melle||12909||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes du canton de Saint-Jean-d'Angély||12490||17||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Communauté de communes du Luy en Béarn||14540||64||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||COMMUNAUTE DE COMMUNES DU PAYS DE ROQUEFORT||8129||40||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes du Saint-Varentais||12892||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes Plaine de Courance||12907||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||communauté de communes "TERRE DE SEVRE"||12893||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||commune d'Ambazac||5064||87||Commune||Commune / BP||0101-00
36||commune d'Angoulême||13555||16||Commune||Commune / BP||0101-00
36||commune d'Artigues près Bordeaux||9964||33||Commune||Commune / BP||0101-00
36||COMMUNE DE ARBONNE||8800||64||Commune||Commune / BP||0101-00
36||COMMUNE DE ARMENDARITS||8789||64||Commune||Commune / BP||0101-00
36||COMMUNE DE BANOS||9414||40||Commune||Commune / BP||0101-00
36||commune de Bayonne||8735||64||Commune||Commune / BP||0101-00
36||COMMUNE DE BEGUIOS||8732||64||Commune||Commune / BP||0101-00
36||commune de Béruges||12751||86||Commune||Commune / BP||0101-00
36||COMMUNE DE BOE||9076||47||Commune||Commune / BP||0101-00
36||COMMUNE DE BOOS||9391||40||Commune||Commune / BP||0101-00
36||commune de Brive la Gaillarde||5582||19||Commune||Commune / BP||0101-00
36||commune de Brossac||13504||16||Commune||Commune / BP||0101-00
36||COMMUNE DE BUSSIERE BOFFY||5041||87||Commune||Commune / BP||0101-00
36||commune de Buxerolles||12735||86||Commune||Commune / BP||0101-00
36||commune de Canéjan||9888||33||Commune||Commune / BP||0101-00
36||commune de Carbon Blanc||9882||33||Commune||Commune / BP||0101-00
36||COMMUNE DE CARTELEGUE||9877||33||Commune||Commune / BP||0101-00
36||commune de Celle-L'Evescault||12731||86||Commune||Commune / BP||0101-00
36||COMMUNE DE CERCLES||10447||24||Commune||Commune / BP||0101-00
36||COMMUNE DE CETTE-EYGUN||8657||64||Commune||Commune / BP||0101-00
36||COMMUNE DE CHATELUS MALVALEIX||5269||23||Commune||Commune / BP||0101-00
36||commune de Chauray||13276||79||Commune||Commune / BP||0101-00
36||commune de Chauvigny||12707||86||Commune||Commune / BP||0101-00
36||COMMUNE DE CHENIERS||5264||23||Commune||Commune / BP||0101-00
36||commune de Ciboure||8653||64||Commune||Commune / BP||0101-00
36||COMMUNE DE COGNAC LA FORET||5020||87||Commune||Commune / BP||0101-00
36||commune de Colombiers||12696||86||Commune||Commune / BP||0101-00
36||COMMUNE DE COLONDANNES||5261||23||Commune||Commune / BP||0101-00
36||commune de Condat sur Vienne||5018||87||Commune||Commune / BP||0101-00
36||COMMUNE DE ETCHEBAR||8620||64||Commune||Commune / BP||0101-00
36||COMMUNE DE FELLETIN||5247||23||Commune||Commune / BP||0101-00
36||COMMUNE DE GIRONDE SUR DROPT||9792||33||Commune||Commune / BP||0101-00
36||COMMUNE DE GORRE||4992||87||Commune||Commune / BP||0101-00
36||commune de Guesnes||12669||86||Commune||Commune / BP||0101-00
36||COMMUNE DE HAUX||9778||33||Commune||Commune / BP||0101-00
36||COMMUNE DE JARNAGES||5228||23||Commune||Commune / BP||0101-00
36||COMMUNE DE JOUAC||4985||87||Commune||Commune / BP||0101-00
36||commune de Juscorps||13219||79||Commune||Commune / BP||0101-00
36||COMMUNE DE LA CHAPELLE SPINASSE||5567||19||Commune||Commune / BP||0101-00
36||commune de La Crèche||13306||79||Commune||Commune / BP||0101-00
36||commune de La Trimouille||12585||86||Commune||Commune / BP||0101-00
36||COMMUNE DE LACROPTE||10328||24||Commune||Commune / BP||0101-00
36||commune de Langon||9753||33||Commune||Commune / BP||0101-00
36||COMMUNE DE LAPLEAU||5507||19||Commune||Commune / BP||0101-00
36||COMMUNE DE LE BUGUE||10471||24||Commune||Commune / BP||0101-00
36||COMMUNE DE LE TUZAN||5901||33||Commune||Commune / BP||0101-00
36||commune de Lège - Cap Ferret||9744||33||Commune||Commune / BP||0101-00
36||COMMUNE DE LESPARRE||9740||33||Commune||Commune / BP||0101-00
36||commune de Limoges||4980||87||Commune||Commune / BP||0101-00
36||COMMUNE DE LOUER||9280||40||Commune||Commune / BP||0101-00
36||COMMUNE DE LOURDOUEIX SAINT PIERRE||5216||23||Commune||Commune / BP||0101-00
36||COMMUNE DE MERIGNAC||9700||33||Commune||Commune / BP||0101-00
36||commune de Mérignac||14410||17||Commune||Commune / BP||0101-00
36||commune de Moncontour||12618||86||Commune||Commune / BP||0101-00
36||COMMUNE DE MONSEGUR||9693||33||Commune||Commune / BP||0101-00
36||COMMUNE DE MONTAYRAL||8945||47||Commune||Commune / BP||0101-00
36||commune de Naintré||12606||86||Commune||Commune / BP||0101-00
36||commune de Naves||5467||19||Commune||Commune / BP||0101-00
36||commune de Nouaillé-Maupertuis||12601||86||Commune||Commune / BP||0101-00
36||COMMUNE DE OZENX MONTESTRUCQ||8412||64||Commune||Commune / BP||0101-00
36||commune de Panazol||4953||87||Commune||Commune / BP||0101-00
36||commune de Poitiers||12852||86||Commune||Commune / BP||0101-00
36||commune de Pompaire||13159||79||Commune||Commune / BP||0101-00
36||COMMUNE DE POMPIGNAC||9653||33||Commune||Commune / BP||0101-00
36||commune de Pouillé||12848||86||Commune||Commune / BP||0101-00
36||commune de Raix||14245||16||Commune||Commune / BP||0101-00
36||commune de Rilhac Rancon||4942||87||Commune||Commune / BP||0101-00
36||commune de Rochefort||13002||17||Commune||Commune / BP||0101-00
36||commune de Ruffec||14228||16||Commune||Commune / BP||0101-00
36||COMMUNE DE SAILLAC||5434||19||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT AUBIN DE MEDOC||9609||33||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT CIERS DE CANESSE||9597||33||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT GEIN||9181||40||Commune||Commune / BP||0101-00
36||commune de Saint Junien||4913||87||Commune||Commune / BP||0101-00
36||commune de Saint Médard d'Excideuil||10095||24||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT MICHEL DE VILLADEIX||10091||24||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT PARDOUX||4895||87||Commune||Commune / BP||0101-00
36||commune de Saint Privat||5378||19||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT SAUVEUR||9519||33||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINT SULPICE DE POMMIERS||9508||33||Commune||Commune / BP||0101-00
36||commune de Saint Vincent de Tyrosse||9156||40||Commune||Commune / BP||0101-00
36||commune de Saint-Ciers-sur-Bonnieure||14215||16||Commune||Commune / BP||0101-00
36||COMMUNE DE SAINTE RADEGONDE||9521||33||Commune||Commune / BP||0101-00
36||commune de Saint-Léger||12945||17||Commune||Commune / BP||0101-00
36||commune de Saint-Léger-de-Montbrun||13119||79||Commune||Commune / BP||0101-00
36||commune de Saint-Loubès||9554||33||Commune||Commune / BP||0101-00
36||commune de Saint-Marc-la-Lande||13114||79||Commune||Commune / BP||0101-00
36||commune de Saint-Pierre-d'Oléron||13444||17||Commune||Commune / BP||0101-00
36||commune de Saint-Sever||9158||40||Commune||Commune / BP||0101-00
36||commune de Saint-Xandre||13416||17||Commune||Commune / BP||0101-00
36||COMMUNE DE SALLES||9493||33||Commune||Commune / BP||0101-00
36||COMMUNE DE SAUGON||9490||33||Commune||Commune / BP||0101-00
36||COMMUNE DE SAVIGNAC DE L'ISLE||9483||33||Commune||Commune / BP||0101-00
36||COMMUNE DE SEILHAC||5360||19||Commune||Commune / BP||0101-00
36||COMMUNE DE SIMACOURBE||8334||64||Commune||Commune / BP||0101-00
36||commune de Souméras||13399||17||Commune||Commune / BP||0101-00
36||commune de Talence||9470||33||Commune||Commune / BP||0101-00
36||commune de Tercé||12590||86||Commune||Commune / BP||0101-00
36||COMMUNE DE THIVIERS||10010||24||Commune||Commune / BP||0101-00
36||COMMUNE DE TRELISSAC||10005||24||Commune||Commune / BP||0101-00
36||COMMUNE DE UHART MIXE||8319||64||Commune||Commune / BP||0101-00
36||COMMUNE DE USTARITZ||8311||64||Commune||Commune / BP||0101-00
36||commune de Vanzay||13058||79||Commune||Commune / BP||0101-00
36||commune de Verneuil sur Vienne||4868||87||Commune||Commune / BP||0101-00
36||COMMUNE DE VILLENAVE D'ORNON||9443||33||Commune||Commune / BP||0101-00
36||commune de Villexavier||13357||17||Commune||Commune / BP||0101-00
36||commune de Villiers||12568||86||Commune||Commune / BP||0101-00
36||commune de Vouneuil-sur-Vienne||12562||86||Commune||Commune / BP||0101-00
36||commune de Vouzan||14109||16||Commune||Commune / BP||0101-00
36||COMMUNE D'EGLETONS||5540||19||Commune||Commune / BP||0101-00
36||COMMUNE DES CARS||5038||87||Commune||Commune / BP||0101-00
36||commune d'Eysines||9817||33||Commune||Commune / BP||0101-00
36||commune d'Isle||4990||87||Commune||Commune / BP||0101-00
36||COMMUNE DU CHATENET EN DOGNON||5024||87||Commune||Commune / BP||0101-00
36||COMMUNE D'USSAC||5342||19||Commune||Commune / BP||0101-00
36||COMMUNE LE BARP||9948||33||Commune||Commune / BP||0101-00
36||Cté d'Agglo Bergeracoise||14498||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo de Limoges||4764||87||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo de Saintes||14589||17||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo du bassin de Brive||5844||19||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo du Bocage Bressuirais||14580||79||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo du Grand Angoulême||12543||16||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo du Libournais (CALI)||11139||33||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté d'Agglo sud pays Basque||14514||64||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||Cté de cnes Creuse Grand Sud||5874||23||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes de la vallée d'Ossau||8072||64||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes des coteaux de Garonne||8159||33||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes des Vals de Saintonge||14599||17||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes des villages du Midi Corrézien||4821||19||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du Bazadais||14568||33||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du canton d'Arzacq Arraziguet||8060||64||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du confolentais||12530||16||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du Montmorillonnais||12872||86||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du pays chauvinois||12869||86||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du pays loudunais||12867||86||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du pays Thibérien||8236||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes du Terrassonnais en Périgord Noir Thenon Hautefort||14651||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes portes de la Creuse en marche||5873||23||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de cnes Sarlat Périgord Noir||11146||24||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||Cté de communes du val de Trézence, de la Boutonne à la Devise||12477||17||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
36||DEPARTEMENT DE LA GIRONDE||8285||33||Département||Département / BP||0201-00
36||DEPARTEMENT DE LA HAUTE VIENNE||4860||87||Département||Département / BP||0201-00
36||Département des Landes||8284||40||Département||Département / BP||0201-00
36||Enquête Urbanisme Littoral||15370||33||Territoire||Territoire||2200-00
36||Etablissement public foncier de Poitou-Charentes||13897||86||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement à caractère industriel et commercial||0433-20
36||Grand Poitiers||12883||86||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
36||hôpital de Ruffec||11616||16||EPN||Hôpitaux locaux (Budget Principal) (EPN)||0913-40
36||lycée d'enseignement général et technologique Edouard Branly àChâtellerault||13637||86||Et. pub. local d'enseignement||Lycée||1320-00
36||LYCEE D'HOTELLERIE ET DE TOURISME DE GASCOGNE||10808||33||Et. pub. local d'enseignement||Lycée||1320-00
36||lycée du bâtiment Auguste Perret à Poitiers||13606||86||Et. pub. local d'enseignement||Lycée||1320-00
36||lycée Louis Armand à Poitiers||13615||86||Et. pub. local d'enseignement||Lycée||1320-00
36||lycée professionnel Pierre-André Chabanne à Chasseneuil||13808||16||Et. pub. local d'enseignement||Lycée||1320-00
36||lycée technique Charles-Augustin Coulomb à Angoulême||13830||16||Et. pub. local d'enseignement||Lycée||1320-00
